user_id,mid,tag,timestamp
567,2062,inspirational,1525283888
291,13647,animation,1453135047
291,122917,hope,1453135079
300,153,atmospheric,1425352343
474,153,Japan,1138307143
305,1900,drugs,1462919721
474,1900,based on a TV show,1137784729
305,453,mathematics,1464428783
305,170,zombies,1525274359
474,170,zombies,1137181462
305,470,DEPRESSING,1462398032
305,16320,predictable,1520284921
474,16320,Firefly,1137181624
305,7347,Favelas,1462919777
305,46838,black comedy,1518811477
318,627,based on a book,1266408710
318,627,dark comedy,1266408707
318,627,narrated,1266408703
474,627,drug abuse,1137191490
318,4486,reciprocal spectator,1416086512
318,44258,reciprocal spectator,1416086490
318,51391,documentary,1315333136
474,51391,crime,1138307197
318,1853,Animation,1240158590
318,1853,Documentary,1240158551
318,1853,Henry Darger,1240158560
318,13364,the catholic church is the most corrupt organization in history,1276006189
318,14574,childish naivity,1242160404
318,14574,friendship,1242160427
318,14160,adventure,1266408634
318,14160,Bechdel Test:Fail,1266408641
318,14160,cartoon,1266408638
318,14160,children,1266408643
318,14160,computer animation,1266408645
318,14160,divorce,1266408656
318,14160,dogs,1266408658
318,14160,dreams,1266408662
318,14160,Pixar,1266408675
567,14160,bittersweet,1525286758
567,14160,emotional,1525286759
567,14160,heartbreaking,1525286755
567,14160,touching,1525286762
318,23127,Narrative pisstake,1426783741
318,39312,american idolatry,1299452954
318,44264,atmospheric,1300485463
318,44264,Coen Brothers,1300485477
318,44264,Jeff Bridges,1300485479
318,44264,Matt Damon,1300485480
318,44264,predictable,1300485405
318,40658,celebrity fetishism,1422524320
318,40658,mediacentralism,1422524320
318,40658,system holism,1422524320
318,58383,city politics,1421145735
318,58383,italy,1421145735
318,58383,political right versus left,1421145735
318,124905,Creature Feature,1414693918
318,22285,documentary,1420400992
318,22285,music industry,1420400992
318,22285,remix culture,1420400992
318,194537,film history,1423222565
318,194537,poetic,1423222565
318,194537,representation of children,1423222565
319,8587,Disney,1461351898
319,8587,Disney animated feature,1461351908
319,8587,Oscar (Best Music - Original Score),1461351919
424,8587,soundtrack,1457845497
474,8587,Disney,1137180959
327,11031,music,1234790068
474,11031,heavy metal,1137368105
474,11031,mockumentary,1137368105
474,11031,music,1137368105
327,544,Ben Stiller,1234789755
424,544,Ben Stiller,1457846503
424,544,crude humor,1457846506
424,544,goofy,1457846511
327,8592,comic book,1234789098
327,243,music,1234788257
474,243,Nick Hornby,1137181093
327,786,music,1234788979
474,786,journalism,1137205322
474,786,music,1137205322
474,786,Rolling Stone,1137205322
327,4638,british comedy,1234789115
336,862,pixar,1139045764
474,862,pixar,1137206825
567,862,fun,1525286013
336,414,superhero,1139045840
474,414,superhero,1137375453
336,10057,knights,1139045825
336,207,highschool,1139046768
474,207,High School,1137191334
336,187,cult,1139046748
336,921,boksdrama,1139046203
474,921,boxing,1137201602
336,9522,stiller,1139046811
336,1830,wapendrama,1139046289
336,11931,sisters,1139047262
356,11557,post-college,1229142995
356,7553,restaurant,1229142458
356,1420,transvestite,1229140689
356,20521,satire,1229140863
356,4944,dark comedy,1228073481
477,4944,Brad Pitt,1269832483
477,4944,Coen Bros,1269832486
477,4944,Coen Brothers,1269832484
477,4944,dark comedy,1269832488
477,4944,espionage,1269832491
477,4944,George Clooney,1269832490
477,4944,John Malkovich,1269832492
477,4944,satire,1269832497
477,4944,twists & turns,1269832504
477,4944,weird,1269832501
357,9603,chick flick,1348627867
357,9603,funny,1348627869
357,9603,Paul Rudd,1348627871
357,9603,quotable,1348627873
357,9603,seen more than once,1348627878
474,9603,Emma,1138137492
474,9603,Jane Austen,1138137492
357,454,Amazing Cinematography,1348627235
357,454,Leonardo DiCaprio,1348627233
357,454,shakespeare,1348627264
357,454,updated classics,1348627243
474,454,Shakespeare,1137181313
357,745,Atmospheric,1348626902
357,745,Bruce Willis,1348626919
357,745,ghosts,1348626904
357,745,imdb top 250,1348626908
357,745,mindfuck,1348626910
357,745,stylized,1348626915
357,745,twist ending,1348626913
474,745,ghosts,1137205068
474,745,I see dead people,1137202627
357,644,android(s)/cyborg(s),1348628642
357,644,artificial intelligence,1348628638
357,644,Bittersweet,1348628628
357,644,Steven Spielberg,1348628635
474,644,robots,1137205306
357,4147,cinematography,1348627174
357,4147,Tom Hanks,1348627179
357,1976,Bette Davis,1348628505
357,1976,Oscar (Best Actress),1348628502
357,10096,Mark Ruffalo,1348627960
357,10625,clever,1348627907
357,10625,High School,1348627902
357,10625,lesbian subtext,1348627909
474,10625,High School,1137205962
357,5176,Christian Bale,1348627195
357,4771,Casey Affleck,1348627116
357,4771,great performances,1348627127
357,4771,twist,1348627131
357,70160,ending,1348626941
357,49026,Anne Hathaway,1348626758
357,49026,Christian Bale,1348626755
357,49026,Christopher Nolan,1348626760
357,49026,comic book,1348626775
357,49026,great ending,1348626779
357,49026,Morgan Freeman,1348626766
357,49026,political commentary,1348626786
357,49026,superhero,1348626790
419,97630,Afghanistan,1362867327
419,97630,American propaganda,1362867290
419,97630,assassination,1362867308
419,97630,military,1362867315
419,97630,terrorism,1362867303
424,63,time travel,1457901872
474,63,time travel,1137206826
477,63,Brad Pitt,1242494310
477,63,Bruce Willis,1242494306
477,63,mindfuck,1242494321
477,63,Post apocalyptic,1242494300
477,63,post-apocalyptic,1242494300
477,63,remake,1242494315
477,63,time travel,1242494304
477,63,twist ending,1242494302
424,807,mystery,1457842470
424,807,twist ending,1457842458
474,807,serial killer,1137206452
424,629,mindfuck,1457842328
424,629,suspense,1457842315
424,629,thriller,1457842332
424,629,tricky,1457842340
424,629,twist ending,1457842306
474,629,heist,1137206826
424,10474,addiction,1457901627
424,10474,heroin,1457901631
424,10474,Leonardo DiCaprio,1457901625
424,10474,Mark Wahlberg,1457901624
424,9344,controversial,1457901665
424,9344,New York City,1457901671
424,9344,Nudity (Full Frontal),1457901668
424,2292,cynical,1457844066
424,2292,hilarious,1457844086
424,2292,independent film,1457844084
424,2292,quirky,1457844073
424,2292,witty,1457844080
474,2292,generation X,1138137480
424,241,brutality,1457846184
424,241,controversial,1457846195
424,241,dark comedy,1457846180
424,241,psychedelic,1457846191
424,241,satire,1457846198
424,241,stylized,1457846189
424,78,sci-fi,1457900918
474,78,robots,1137375464
477,78,androids,1262795764
477,78,artificial intelligence,1262795769
477,78,atmospheric,1262795768
477,78,cyberpunk,1262795770
477,78,future,1262795772
477,78,mindfuck,1262795778
477,78,Philip K. Dick,1262795776
567,78,atmospheric,1525286590
567,78,dreamlike,1525286588
567,78,existentialism,1525286583
567,78,philosophical,1525286586
424,280,apocalypse,1457844854
424,280,Arnold Schwarzenegger,1457844841
424,280,nuclear war,1457844861
424,280,sci-fi,1457844847
424,280,Suspense,1457844864
424,280,time travel,1457844843
474,280,robots,1137206517
477,280,Scifi masterpiece,1201166474
424,275,based on a true story,1457900882
424,275,dark comedy,1457900870
424,275,KIDNAPPING,1457900877
424,275,Steve Buscemi,1457900865
474,275,Coen Brothers,1137180968
424,1592,edward norton,1457843774
424,1592,psychology,1457843776
424,1592,suspense,1457843782
424,1592,thought-provoking,1457843780
424,1592,twist ending,1457843771
474,1592,priest,1137375884
424,500,ensemble cast,1457844739
424,500,nonlinear,1457844742
424,500,Quentin Tarantino,1457844729
424,500,stylized,1457844737
474,500,heist,1137207100
474,500,violence,1137207100
477,500,humorous,1242494883
477,500,neo-noir,1242494879
477,500,Quentin Tarantino,1242494874
477,500,religion,1242494896
477,500,Tarantino,1242494887
424,1630,freedom of expression,1457845558
424,762,british comedy,1457901498
424,762,Monty Python,1457901496
474,762,England,1137202949
474,762,King Arthur,1137202949
424,510,emotional,1457843688
424,510,jack nicholson,1457843684
474,510,mental illness,1138137985
424,85,adventure,1457901129
424,85,archaeology,1457901464
424,85,indiana jones,1457901132
424,85,Steven Spielberg,1457901466
424,85,treasure hunt,1457901471
474,85,archaeology,1137784496
474,85,ark of the covenant,1137207066
474,85,indiana jones,1137207064
424,679,action,1457901258
424,679,aliens,1457901252
424,679,horror,1457901265
424,679,sci-fi,1457901245
424,679,space,1457901261
424,679,space craft,1457901274
424,679,SPACE TRAVEL,1457901269
424,679,suspense,1457901256
474,679,space,1138137801
424,539,Alfred Hitchcock,1457902455
424,539,psychology,1457902459
424,539,suspenseful,1457902452
424,539,tense,1457902461
474,539,Norman Bates,1137203028
477,539,Alfred Hitchcock,1242577153
477,539,black and white,1242577173
477,539,imdb top 250,1242577161
477,539,remade,1242577165
424,218,Action,1457901308
424,218,artificial intelligence,1457901313
424,218,robots,1457901305
424,218,Sci-Fi,1457901302
424,218,special effects,1457901322
424,218,tense,1457901319
424,218,time travel,1457901300
474,218,robots,1137368088
424,694,atmospheric,1457843344
424,694,disturbing,1457843347
424,694,Horror,1457843352
424,694,jack nicholson,1457843340
424,694,masterpiece,1457843354
424,694,psychological,1457843342
424,694,Stanley Kubrick,1457843338
424,694,suspense,1457843361
474,694,Stephen King,1137181824
424,1598,horror,1457846257
424,1598,Juliette Lewis,1457846244
424,1598,Martin Scorsese,1457846252
424,1598,Robert De Niro,1457846254
474,1598,remake,1137181261
424,2649,mindfuck,1457845252
424,2649,Mystery,1457845249
424,2649,plot twist,1457845255
424,2649,psychological,1457845247
424,2649,suspense,1457845258
424,2649,twist ending,1457845244
474,2649,twist ending,1138031717
537,2649,Mystery,1424141701
424,489,inspirational,1457844971
567,489,heartwarming,1525287326
567,489,inspirational,1525287323
424,473,hallucinatory,1457902516
424,473,mental illness,1457902477
424,473,mindfuck,1457902518
424,473,paranoid,1457902521
474,473,mathematics,1138031797
567,473,artsy,1525287302
567,473,atmospheric,1525287273
567,473,cerebral,1525287286
567,473,enigmatic,1525287289
567,473,existentialism,1525287275
567,473,hallucinatory,1525287271
567,473,insanity,1525287293
567,473,paranoia,1525287295
567,473,paranoid,1525287277
567,473,surreal,1525287281
567,473,tense,1525287285
567,473,visually appealing,1525287283
424,805,Atmospheric,1457843300
424,805,creepy,1457843317
424,805,paranoia,1457843298
424,805,scary,1457843295
424,805,suspense,1457843308
474,805,demons,1138032159
424,9429,SNL,1457846704
424,73,thought-provoking,1457843729
474,73,racism,1138031951
537,73,edward norton,1424141449
537,73,emotional,1424141459
537,73,politics,1424141461
424,8224,Nicolas Cage,1457902180
424,603,martial arts,1457842912
424,603,sci-fi,1457842899
474,603,alternate universe,1137204991
537,603,philosophy,1424141098
537,603,post apocalyptic,1424141101
424,9473,adult humor,1457844390
424,9473,controversial,1457844399
424,9473,crude humor,1457844397
424,9473,free speech,1457844402
424,9473,parody,1457844393
424,9473,satire,1457844392
424,9473,south park,1457844407
424,9473,Trey Parker,1457844412
424,550,dark comedy,1457842797
424,550,psychology,1457842802
424,550,thought-provoking,1457842786
424,550,twist ending,1457842777
435,550,dark comedy,1366676088
474,550,violence,1137205034
599,550,action,1498456930
599,550,atmospheric,1498456906
599,550,based on a book,1498456916
599,550,Brad Pitt,1498456893
599,550,challenging,1498456963
599,550,Chuck Palahniuk,1498456949
599,550,classic,1498456925
599,550,clever,1498456960
599,550,complicated,1498456923
599,550,consumerism,1498456965
599,550,crime,1498456935
599,550,dark,1498456928
599,550,dark comedy,1498456891
599,550,David Fincher,1498456926
599,550,disturbing,1498456908
599,550,double life,1498456958
599,550,Edward Norton,1498456896
599,550,fighting,1498456937
599,550,great acting,1498456951
599,550,helena bonham carter,1498456939
599,550,imaginary friend,1498456945
599,550,imdb top 250,1498456941
599,550,mental illness,1498456903
599,550,mind-blowing,1498456955
599,550,mindfuck,1498456912
599,550,narrated,1498456934
599,550,Nudity (Topless),1498456962
599,550,Palahnuik,1498456948
599,550,philosophical,1498456911
599,550,philosophy,1498456898
599,550,postmodern,1498456954
599,550,powerful ending,1498456921
599,550,psychological,1498456909
599,550,psychological thriller,1498456953
599,550,psychology,1498456890
599,550,quirky,1498456918
599,550,satirical,1498456920
599,550,schizophrenia,1498456967
599,550,social commentary,1498456894
599,550,societal criticism,1498456946
599,550,stylized,1498456932
599,550,surreal,1498456900
599,550,TERRORISM,1498456966
599,550,thought-provoking,1498456901
599,550,twist,1498456943
599,550,twist ending,1498456888
599,550,violence,1498456904
599,550,violent,1498456914
424,1213,based on a book,1457845042
424,1213,creepy,1457845033
424,1213,disturbing,1457845029
424,1213,Jude Law,1457845026
424,1213,murder,1457845038
424,1213,obsession,1457845036
424,1213,psychology,1457845023
424,1213,secrets,1457845045
424,1213,serial killer,1457845031
424,1213,suspense,1457845041
474,1213,Europe,1137202659
474,1213,murder,1137202659
424,3558,asylum,1457846005
424,3558,based on a true story,1457846002
424,3558,Brittany Murphy,1457846009
424,3558,Mental Hospital,1457846012
424,3558,psychology,1457845994
424,3558,winona ryder,1457845998
424,1700,claustrophobic,1457846281
424,1700,horror,1457846287
424,1700,scary,1457846295
424,1700,stephen king,1457846291
424,1700,suspenseful,1457846279
424,1700,tense,1457846283
424,1700,thriller,1457846285
424,106,aliens,1457901283
424,106,sci-fi,1457901285
424,106,scifi cult,1457901288
477,106,aliens,1278683918
477,106,Arnold Schwarzenegger,1269832592
477,106,dialogue,1269832605
477,106,guns,1278683912
477,106,Jesse Ventura,1269832593
477,106,macho,1269832597
477,106,sci-fi,1269832609
477,106,scifi cult,1269832612
424,13785,satire,1457844176
474,13785,Dogs,1137181343
424,1597,comedy,1457846488
424,1597,Robert De Niro,1457846484
424,111,Al Pacino,1457900965
424,9398,ben stiller,1457846960
424,9398,comedy,1457846970
424,9398,David Bowie,1457846952
424,9398,goofy,1457846949
424,9398,mindless one liners,1457846956
424,9398,Will Ferrell,1457846959
424,120,fantasy,1457901156
424,120,high fantasy,1457901162
424,120,Magic,1457901158
424,120,mythology,1457901174
424,120,tolkien,1457901165
424,120,wizards,1457901168
474,120,Tolkein,1137181125
424,548,black and white,1457845331
424,548,samurai,1457845338
474,548,In Netflix queue,1137200907
474,548,samurai,1142282530
424,598,multiple storylines,1457900999
424,598,true story,1457901005
474,598,crime,1138039157
474,598,photography,1138039157
474,598,violence,1138039157
573,598,not seen,1186588853
424,11635,comedy,1457846098
424,11635,Will Ferrell,1457846100
424,2662,Rob Zombie,1457902367
424,4553,Christian Bale,1457842841
424,4553,creepy,1457842847
424,4553,powerful ending,1457842857
424,4553,psychology,1457842844
424,4553,schizophrenia,1457842854
424,4553,twist ending,1457842837
474,4553,psychology,1138040138
424,14533,drugs,1457901575
424,14533,lesbian,1457901570
424,693,Ben Stiller,1457846573
424,693,Robert De Niro,1457846569
424,1696,Rob Zombie,1457902355
424,25,Jake Gyllenhaal,1457846443
424,25,Modern war,1457846449
424,12526,based on a play,1457923334
424,12526,conspiracy theory,1457923313
424,12526,creepy,1457923337
424,12526,Insanity,1457923284
424,12526,paranoia,1457923318
424,12526,PTSD,1457923256
424,14836,claymation,1457844468
424,14836,creepy,1457844484
424,14836,dark,1457844475
424,14836,dark fairy tale,1457844498
424,14836,Surreal,1457844481
424,14836,Tim Burton,1457844494
424,16869,black comedy,1457844667
424,16869,Brad Pitt,1457844663
424,16869,Christoph Waltz,1457844660
424,16869,Quentin Tarantino,1457844652
424,16869,satire,1457844670
424,11324,insanity,1457843102
424,11324,Leonardo DiCaprio,1457843110
424,11324,Martin Scorsese,1457843107
424,11324,plot twist,1457843104
424,11324,psychological,1457843098
424,11324,Psychological Thriller,1457843113
424,11324,thought-provoking,1457843122
424,27205,action,1457844927
424,27205,alternate reality,1457844911
424,27205,Leonardo DiCaprio,1457844916
424,27205,sci-fi,1457844903
424,27205,thought-provoking,1457844920
424,27205,visually appealing,1457844914
477,27205,dreamlike,1280608188
477,27205,surreal,1280608178
477,27205,visually appealing,1280608181
537,27205,big budget,1424140151
537,27205,clever,1424140142
537,27205,complicated,1424140133
537,27205,dead wife,1424140200
537,27205,great soundtrack,1424140118
537,27205,heist,1424140154
537,27205,intellectual,1424140159
537,27205,mindfuck,1424140185
537,27205,philosophy,1424140124
537,27205,psychological,1424140165
537,27205,psychology,1424140162
537,27205,suspense,1424140144
537,27205,thought-provoking,1424140130
567,27205,cerebral,1525287390
567,27205,dreamlike,1525287383
567,27205,philosophy,1525287385
567,27205,thought-provoking,1525287380
424,44115,stranded,1457901404
424,44214,alter ego,1457845684
424,44214,atmospheric,1457845658
424,44214,creepy,1457845668
424,44214,horror,1457845670
424,44214,obsession,1457845677
424,44214,surreal,1457845661
424,75656,illusions,1457845623
424,75656,overcomplicated,1457845593
424,75656,predictable,1457845596
424,75656,stupid ending,1457845587
424,146233,absorbing,1457846360
424,146233,acting,1457846358
424,146233,atmospheric,1457846366
424,146233,Hugh Jackman,1457846364
424,146233,Jake Gyllenhaal,1457846355
424,146233,morality,1457846368
424,146233,mystery,1457846378
424,146233,thriller,1457846362
424,152532,Jared Leto,1457845924
424,152532,social commentary,1457845921
424,152532,uplifting,1457845933
424,242224,atmospheric,1457843258
424,242224,dark,1457843256
424,242224,Metaphorical,1457843228
424,242224,psychological,1457843261
424,210577,annoying,1457845088
424,210577,Stupid ending,1457845155
435,935,dark comedy,1366676044
474,935,Atomic bomb,1137202888
477,935,black comedy,1242494959
477,935,dark comedy,1242494953
477,935,satire,1242494951
513,935,purity of essence,1159980456
513,935,Slim Pickens,1159980456
567,935,black comedy,1525287727
567,935,dark comedy,1525287724
567,935,Quirky,1525287729
435,155,psychology,1366676040
435,155,superhero,1366676054
567,155,dark,1525285594
567,155,gritty,1525285601
439,121,Myth,1436944038
474,121,Tolkein,1137181130
439,49051,Action,1436944128
439,49051,Myth,1436944141
462,148184,Cambodia,1478489688
462,148184,crime,1478489709
462,148184,human rights,1478489696
462,148184,murder,1478489701
462,148184,procedural,1478489713
474,11862,pregnancy,1137373903
474,11862,remake,1137373903
474,11860,remake,1137375642
474,9087,politics,1137374904
474,9087,president,1137374904
474,10858,politics,1137375623
474,10858,president,1137375623
474,524,Mafia,1137181640
474,4584,Jane Austen,1137181153
474,8012,Hollywood,1137206178
474,1710,serial killer,1137375496
474,451,alcoholism,1138137555
474,16420,Shakespeare,1138137603
474,17015,In Netflix queue,1137201942
474,17015,Jane Austen,1137180037
474,902,kidnapping,1138137473
474,9909,high school,1137375502
474,9909,teacher,1137375502
474,9598,Animal movie,1137180956
474,9598,pigs,1137205237
477,9598,villain nonexistent or not needed for good story,1244787845
474,687,death penalty,1137202363
474,687,Nun,1137191227
474,33689,twins,1137373760
474,34615,In Netflix queue,1137202107
474,34615,South Africa,1137202107
474,31174,Shakespeare,1138137646
474,35196,England,1138137640
474,577,Journalism,1137206826
474,11861,wedding,1137375539
474,11448,adoption,1137206315
474,11448,prostitution,1137206371
474,11010,writing,1138137613
474,2054,music,1137374957
474,9095,Jekyll and Hyde,1138137574
474,40154,theater,1138137537
474,13685,crime,1138137460
567,13685,off-beat comedy,1525287216
567,13685,quirky,1525287214
474,10874,muppets,1137375573
474,103,assassination,1137206513
474,51352,Holocaust,1138040398
474,11066,dating,1137373679
474,9302,journalism,1137375031
474,568,moon,1137205234
474,568,NASA,1137180977
474,568,space,1137205233
474,10329,Michael Crichton,1137373726
474,8963,submarine,1138137497
474,26564,In Netflix queue,1137202038
474,1642,computers,1137375604
474,5967,Made me cry,1137203124
474,76,generation X,1138040410
474,11017,school,1137373675
477,11017,Adam Sandler,1244787718
477,11017,stop looking at me swan,1244787726
474,22625,Ireland,1137181644
474,1909,mental illness,1138137516
474,1909,psychology,1138137516
474,11929,Stephen King,1138137506
474,10451,In Netflix queue,1137201027
474,522,movie business,1137181651
474,10525,basketball,1138137528
474,10525,France,1138137528
474,10525,infertility,1138137528
474,14275,basketball,1137784780
474,1024,Australia,1137181666
474,13701,Beethoven,1137181672
474,11777,Einstein,1137374021
474,9061,court,1137375555
474,9587,Louisa May Alcott,1137181688
474,19101,England,1137206203
474,19101,Girl Power,1137206203
474,19101,India,1137206203
474,11318,England,1138137566
474,11318,mental illness,1138137566
474,10510,Christmas,1137374027
474,38722,In Netflix queue,1137202159
474,8438,prison,1137375585
474,1945,disability,1137375594
474,1945,twins,1137375594
474,527,In Netflix queue,1137201907
474,11450,TV,1137206376
474,108,Death,1137203087
474,109,marriage,1137206827
567,109,cynical,1525287798
474,2164,time travel,1138137673
474,11395,Christmas,1137374047
474,278,prison,1137205060
474,278,Stephen King,1137181171
474,278,wrongful imprisonment,1137205064
477,278,Morgan Freeman,1244566076
474,31439,In Netflix queue,1137201797
474,193,Enterprise,1137206491
474,1587,mental illness,1137206828
474,9271,serial killer,1137375662
474,2064,coma,1138137781
474,236,Australia,1138137593
474,236,weddings,1138137593
474,2759,cross dressing,1138040381
474,2759,men in drag,1138040381
474,2759,remade,1138040381
474,9331,Tom Clancy,1137180961
474,10731,John Grisham,1137375482
474,10464,interracial romance,1137374008
474,13,shrimp,1137375519
474,13,Vietnam,1137375519
533,13,bubba gump shrimp,1424753866
533,13,lieutenant dan,1424753866
533,13,stupid is as stupid does,1424753866
567,13,bittersweet,1525287545
567,13,emotional,1525287537
567,13,heartwarming,1525287541
567,13,touching,1525287539
474,712,wedding,1137375527
474,10660,gambling,1138137551
474,41647,Holocaust,1137202123
474,41647,In Netflix queue,1137202123
474,12280,journalism,1137375629
474,1637,bus,1137206476
474,36955,spies,1137206826
474,10449,alcoholism,1137375043
474,10436,Edith Wharton,1137181633
474,14522,horses,1138040415
474,57834,mental illness,1138040434
474,57834,Oscar (Best Actress),1138040434
474,11566,President,1137191329
474,37233,John Grisham,1137181658
474,5503,based on a TV show,1137784717
474,11934,hula hoop,1137375547
474,9386,assassination,1138137543
474,7984,Ireland,1137181677
474,15765,biopic,1138137776
474,329,Dinosaur,1137202921
474,1413,Japan,1137375570
474,1413,sexuality,1137375570
474,11971,Shakespeare,1137181143
474,788,cross dressing,1137374959
474,788,divorce,1137374961
474,788,men in drag,1137374967
474,9800,AIDs,1137375634
474,22588,radio,1138137637
474,22588,show business,1138137637
474,1245,Butler,1137202599
474,1245,Housekeeper,1137202599
474,11858,military,1137374250
474,10412,Australia,1138137660
474,10412,racism,1138137660
474,10412,violence,1138137660
474,14534,football,1137375002
474,14291,chess,1137181705
474,11236,In Netflix queue,1137201896
474,10445,C.S. Lewis,1137181163
474,695,large cast,1137206471
474,23210,race,1138137665
474,858,Empire State Building,1137203041
474,10442,beat poetry,1137203057
474,9479,Christmas,1137375615
474,9479,Halloween,1137375615
474,26408,politics,1137375666
474,11446,adolescence,1137206827
474,771,christmas,1137374182
474,251,overrated,1137180951
474,812,Disney,1137180971
474,581,American Indians,1137180976
474,581,Native Americans,1137180976
474,268,superhero,1137206164
474,274,Hannibal Lector,1137180982
477,274,disturbing,1241396359
477,274,drama,1241396391
477,274,gothic,1241396378
477,274,psychology,1241396367
477,274,suspense,1241396389
474,408,Disney,1137375648
474,10020,Disney,1137180963
474,10895,Disney,1137374224
474,114,prostitution,1137206324
474,10112,Disney,1138040401
474,2021,babies,1137375798
474,10684,Gulf War,1137375718
474,954,based on a TV show,1138137584
474,5801,India,1138137607
474,896,India,1137181320
474,3065,spoof,1138137597
474,2300,Bugs Bunny,1137373978
474,8866,Veterinarian,1137203107
474,503475,Aardman,1137206828
474,32513,In Netflix queue,1137202096
474,9802,Alcatraz,1137206418
477,9802,Michael Bay,1241938858
477,9802,terrorism,1241938853
474,664,Disaster,1137180960
474,532,Aardman,1137206827
474,10547,aliens,1138137820
474,602,aliens,1137206181
474,26748,In Netflix queue,1137201974
474,1645,John Grisham,1137375969
474,12606,based on a TV show,1137375996
474,2925,adultery,1137374123
474,3595,kidnapping,1137374242
477,3595,GIVE ME BACK MY SON!,1269832636
477,3595,It was melodramatic and kind of dumb,1269832633
477,3595,Mel Gibson,1269832629
474,3573,Jane Austen,1137375748
474,10478,golf,1137374262
474,238,Mafia,1137180955
474,44705,Shakespeare,1137375988
474,981,divorce,1137206322
474,872,movie business,1137181713
474,2769,France,1138137809
474,164,Capote,1138137849
474,426,falling,1137205255
477,426,Alfred Hitchcock,1242577125
477,426,Atmospheric,1242577135
477,426,imdb top 250,1242577117
477,426,James Stewart,1242577112
474,567,voyeurism,1137206380
477,567,imdb top 250,1242577077
477,567,James Stewart,1242577056
477,567,mystery,1242577064
477,567,photographer,1242577068
477,567,photography,1242577070
474,3078,Screwball,1137202499
474,13528,Brooch,1137191231
474,28288,divorce,1137375780
474,213,Mount Rushmore,1138137968
477,213,Alfred Hitchcock,1242577097
477,213,imdb top 250,1242577100
474,284,adultery,1137206162
474,239,men in drag,1137191481
474,4808,heist,1138306780
474,289,start of a beautiful friendship,1137202319
474,963,statue,1137206229
474,11113,George Bernard Shaw,1137202973
474,6620,rich guy - poor girl,1137206449
474,804,Italy,1137206429
474,804,royalty,1137206429
474,909,1900s,1138137949
474,630,Dorothy,1137205270
474,630,Toto,1137205270
474,770,Civil War,1137374145
474,31044,television,1137375857
474,599,movies,1137207406
477,599,eerie,1245030098
477,599,movie business,1245030089
474,15,Rosebud,1137202868
474,62,Hal,1137368035
474,62,space,1137368035
599,62,aliens,1498456783
599,62,apes,1498456822
599,62,Arthur C. Clarke,1498456786
599,62,artificial intelligence,1498456752
599,62,atmospheric,1498456757
599,62,cinematography,1498456766
599,62,classic,1498456774
599,62,computer,1498456793
599,62,confusing ending,1498456779
599,62,cult film,1498456771
599,62,Dull,1498456811
599,62,future,1498456770
599,62,futuristic,1498456776
599,62,imdb top 250,1498456804
599,62,masterpiece,1498456762
599,62,meditative,1498456768
599,62,music,1498456773
599,62,mystery,1498456802
599,62,Oscar (Best Effects - Visual Effects),1498456791
599,62,overrated,1498456813
599,62,philosophical,1498456759
599,62,relaxing,1498456798
599,62,revolutionary,1498456794
599,62,robots,1498456781
599,62,sci-fi,1498456751
599,62,setting:space/space ship,1498456796
599,62,slow,1498456765
599,62,slow paced,1498456806
599,62,soundtrack,1498456785
599,62,space,1498456756
599,62,space travel,1498456790
599,62,spacecraft,1498456788
599,62,Stanley Kubrick,1498456754
599,62,superb soundtrack,1498456825
599,62,surreal,1498456763
599,62,technology,1498456827
599,62,tedious,1498456814
599,62,visual,1498456799
599,62,visually appealing,1498456760
474,705,Hollywood,1137202821
474,22490,divorce,1137368140
474,223,Mrs. DeWinter,1137202590
474,25670,Europe,1140441887
474,25670,journalism,1140441887
474,25670,war,1140441887
474,303,assassination,1137207035
474,4174,amnesia,1138137999
474,20758,wedding,1137375767
474,1859,Cold War,1137521228
474,1859,Russia,1137521228
474,17281,prostitution,1137374937
474,10907,swashbuckler,1138137798
474,32093,swashbuckler,1138137943
474,22292,ghosts,1138306878
474,3598,Shangri-La,1137207008
474,3080,Astaire and Rogers,1137181301
474,13562,butler,1137521096
474,13562,homeless,1137521096
474,13562,screwball,1137521103
474,1712,oil,1137206938
474,3529,Nick and Nora Charles,1137200994
474,3085,Screwball,1137202906
474,2897,race,1137375685
474,1585,Christmas,1138137927
474,3083,Politics,1137202956
474,900,leopard,1137368052
474,900,screwball,1137368052
474,43795,adoption,1137207058
474,260,fugitive,1137206861
474,10331,zombies,1137181787
474,488,missionary,1137202249
474,22733,crime,1138306770
474,261,Tennessee Williams,1138137870
474,32574,journalism,1138306956
474,22649,Hemingway,1137375762
474,11076,Animal movie,1137181755
474,1770,Ireland,1137375821
474,18203,food,1138137832
474,6346,death penalty,1138137880
474,6346,John Grisham,1138137880
474,14136,Disney,1137375809
474,14136,race,1137375809
474,19186,twins,1137375864
474,11224,Disney,1137181749
474,9078,Disney,1137375959
474,9078,King Arthur,1137375959
474,433,Disney,1137375815
474,433,nanny,1137375815
474,11360,Disney,1137375741
474,11114,Disney,1137374219
474,12092,Disney,1137374073
474,10948,Disney,1137202900
474,15121,Rogers and Hammerstein,1137181179
474,11159,In Netflix queue,1137201463
474,9591,Music,1137203070
474,31530,Astaire and Rogers,1137181830
474,28120,anti-Semitism,1138306851
474,16372,governess,1137521394
474,623,fish,1137202895
474,583,Bible,1137375841
474,583,parody,1137375841
474,583,religion,1137375841
