user_id,openness,agreeableness,emotional_stability,conscientiousness,extraversion
da7b09437c85d423842da348275dcd1c,6,3.5,4.5,1.5,2.5
9a110e15f113faef8c5e393241316ea9,5.5,4,4.5,3.5,7
fa1406e3ad87b6198457191c48dfe34c,5,6.5,7,6,2.5
c2d26651f5f0fa9bbc62098a5b78db9c,6,3.5,5,5.5,4
c65388b2802d963be58bb0837b4dc8db,4.5,4.5,3.5,6,4.5
1dee7ead0cd183ea2004f928e9a8da84,5.5,6,5,4.5,5
ab447a5da1a868cdc09bae1a2c182e60,6,4.5,6,3.5,4.5
0af6e4acd1cddf76c5378d20e3bfcb9f,5,5,5.5,3.5,4.5
3b55147107fc9383234c4587c8c2dc83,5.5,3,2.5,3,2.5
4a29134f1e3a144607dc0e691da6526e,5.5,4,5.5,7,4
a1c72e3806aaa45dcf10e905a10ad11e,5,4,6,7,2.5
4e0bee93a8d74e477f7f891a8057a157,5,3.5,5.5,7,3
8f45de0d6ded99d3c81f32100d08ab85,3.5,4,5.5,2.5,4.5
af9d66507b76a890adf68348360207ac,5,6,6,4.5,3
9090ec44d3652c058a5163f68fd2f3af,4.5,4.5,3,4.5,6
e5c75a1bc0d12b3db74ddc9711918e11,6.5,5.5,7,6,5.5
5b195b2c2a17cbbcfebed83a8c608163,4.5,5,5.5,5.5,2.5
86e7f7dedfaa148af546651c3d9a6094,6,4,6.5,6,2
a7facf9671c4dd8d412b8b874ef41ec9,6,5.5,3,5.5,5.5
840012d08218ace331b367f1a5c7fd0a,5.5,3,4,3.5,3
1ae8c81b9be573edbd744210bc45d744,5.5,3.5,4.5,6,6
8cfdaed1bb0ac5af9f9de3b2c4b31f41,3.5,5,4.5,5,1.5
9506c5c93356b984bdd17a7d48a36997,5,5.5,4,4.5,1.5
d9955166fbdbc60ca80f1b36d38601d4,6,3.5,5,3,3.5
debdf27243aa9581944616f421fa3fb8,6,4,4.5,5.5,1.5
97021e7fc3f465c130c2d03a65c922f4,4.5,4,3,5,2
e4e2ad9aff8382ef405478af468268cc,6.5,4,4,5,5
863242009cfc08770d4a4b2be794ea30,6.5,4,4,5,4.5
faec1b91ec4bd3fc157f693b2d80718a,6,3,5.5,7,3.5
188b0cca409b8e0517720f18aa8a4f8d,4,4,4,4.5,2
14e7593e7101b934b13675ba2bbbddd2,7,7,4.5,4,3
c5166242b56b0127f6b6d1037f949d07,6,5,6,6.5,3
b8e8a964021cdaacc8cf565bb823c3e7,5,5,2.5,3,3.5
625f88fb17ac40171df6a6cdab29ec6f,4,4,4,4,4
a8033e5ab918469531962e48d81d856a,4,3,3,5,4
47d4ba72fc6e3a6c6eab27a767f14ff6,4.5,4.5,4,5.5,1.5
89842678e49839b0888730e44064a0fa,5,5.5,4,3,3
02a0cec24fbb27d78ffbda37da798f78,7,3.5,5.5,4.5,4
75ec3b5ea4aa7effbe6c494013e7aabb,6.5,4,3.5,3,4
b93ba876c34a1dbc9797751cee59da44,6,5,4.5,4,6
affbab28e5ce9df9c9a9aa3bf622ec54,4,4.5,3,3,3.5
a04b0764547ee0c997c14e1d1fa93b46,7,5,5,3,7
72558bcd98294d091c45b81e86fe13fb,6.5,4.5,4,6.5,6
dc22a8f8592618aad36fc082078c172a,5,6,5.5,7,4
1931bb2297eb95a80dd414846533eefd,7,3.5,3.5,6,2.5
f0bd627b1d3777fc865b75df1d9b766a,5,2.5,5.5,6,3
fceeff16ff8e0a46ced573bd7301293b,5,4.5,6,4,1.5
7dc25f41c255d670cdf6d9f89afc802a,4,5,6,4,1.5
2429936e4eff2733232668c0e0fd053b,4,5,1,5,5.5
732dece422610d96382b98a602a1cee1,7,5,5.5,5.5,3
2d18ce674c2618397c6b69319a949143,5,4.5,2.5,5,3.5
0fb769e708c82cbbdbc89c930b257f48,5,3,4.5,4,2
123a4ae0b0904fbec6fd1c90ebdf583e,6.5,4.5,3,2.5,2.5
820c97972b265b8f1c3511959e80f974,6,4.5,4,2.5,4
c1fad731632be2e740f52592881dbee0,4.5,5,5.5,3.5,3
b6648870eb61ee8a7e3419c7ceac9d0e,4,1,2,4.5,5.5
e86457ef97730a4505cab3364ecc7031,5.5,4.5,3.5,5,2
5e92179708a9f096d6fa797b268eb358,5,3.5,4.5,4,3.5
b12bd723297e13f94d6dce17996af49c,5.5,5.5,6.5,4,3.5
44c7f5d8df325a8dfa1140bbd5825d89,4.5,3,2.5,6,5
f57365d6324f25b1c718df4d00bd265e,5.5,3.5,3.5,3.5,3
908fdd7c177fcbcda1577d5fc44ed548,5.5,3.5,4,5.5,4.5
9e24d06ab3b47d5cbd72e6e5c6c430e3,4,2,4,5.5,1.5
8c17370ba034b13cfa56e00ac3d304af,7,6,6.5,4.5,2
defd45f83df9a62166df4bdbd0a1ce2b,5,4,6,6,1
97e0e773d48fcfbc59dc1e4549f1216e,5.5,3.5,5.5,5.5,4.5
a169258b51170f60e5d6f3582f6c8fd9,5.5,3.5,3.5,4,3.5
066255f729cdb41ce23e139322380532,5.5,6.5,5,5,1.5
8f3a59e201178eda99646354098f5c81,5,4,6,6,3
fc58dce252159c584a1402c8e1d79f38,4,4.5,4.5,5.5,4.5
01a88049c6c3c11cf94e1921a042a2f4,6,3,6,6.5,3
9e05723599ab46d45a116e781733e00e,4.5,4,3.5,5,2.5
136c29e2d7e76b113cce1268119ebc09,5.5,4,6,6.5,2.5
aaabfa6303b351c6063ab668c7c44991,4,4.5,5.5,6.5,4
72d33615624c23b9c53d7ed823f71adc,6,5.5,5,3.5,3
7c2cfb06074b99b835f5f22f781f899e,5,2,1.5,3,4
8b91dc3934e60ba26723de98052d421d,6,3.5,4,6,3
76a9fd680119bf71fc910d611bdded45,6,3.5,3.5,3.5,4.5
dd45f52956363773f1a9933bc80a3753,5.5,4,6,5.5,4
24c89d1f4d190fbefcd2a8ed20b2c756,5,4,4.5,4,4
23f137b9dbacb935c412c23134ea426a,5.5,3.5,4.5,6,4
d369962c73da531c5e4dd308f38f043f,5,3.5,6,2.5,2.5
6d8bec6e4ed68ce0fe0ee7a6d16bc75d,6,4,6.5,5.5,1
1668ea784e1f6c4a36b76a87e6a445ca,4,4.5,3,2.5,3.5
0d51fafd6da7411d50cae9b70488b2e3,6,6.5,5.5,6,3.5
402e4a5a553a02e03701f0a842577a08,5.5,3.5,5.5,5,4
06ba0fec570d39b4c7a41e2c6e34229b,5.5,3.5,6,6,1.5
943f3580ebc4ef11b3b68024730683d7,5.5,5,4,5,2
81c3c538eee076613e773937e15a905b,5,4,6,6.5,4.5
090b476722d8ba7e96ed9042208dc4a4,5.5,4,3,3.5,3
a1a7730e1aeb6a70fbbab512ace3e606,6.5,5,7,6,4
d28b31aa4521ba8f2c8ccb5a360102a4,5.5,3.5,4.5,3.5,5
679f5362b1ae2446ffdfc28cad74acd8,6,2.5,5.5,1.5,2
f629abf84865884ccee23990ab5fdd76,6,4.5,6,2.5,4.5
569db938f9e5e7eff6bde7b7dfe39335,5.5,3.5,3.5,6,2.5
4042caad6fa83ce53087a206386d035c,6,6,5.5,4,2.5
0bbab78d893fd9de32faac2d7a564591,6.5,4,1,2.5,1
1383e696e2f900aacc5340f8a495add5,6.5,5,4,4.5,3
aa436d0cdbfa70baa2ffbdd8cd64d77c,4.5,3.5,4,5,3
ae868c51cd2420daa555d01c8b3e434a,6.5,6,7,7,6.5
ca42ab72276d2a1fe648b0fd2aa3c239,3,6,2.5,4,4
c564f252c8b6d5d46fe54546db0a4c96,6,4,5.5,6,3.5
2a13c8d8f73ef9633503cc3ef4423a20,4.5,6,5.5,5,4.5
794d41b8611a862aa4667eb5a1b8d4f4,6.5,4,7,6,2.5
a7411a48f5d4fb51a8bb360057334dac,4,4,4.5,6,5
f878aa3e9e727762465f14c8e6ac0325,5.5,4,4,3.5,2.5
1410416974b4676766c1270e2c0f7165,5,4,2.5,2.5,3.5
e091e061cac7a58bc55b606e3718763e,7,3,7,4.5,1
796dde613196add25a0a870250da4039,5.5,4,4,7,3
a44ec027de6b34346b72ed825037f742,4,4,4,4.5,3
15ba0b093a9a409d176282ab8847047e,5.5,4,3,5.5,4
8006b299b03d4554f9c8f5a6ba188629,3,2.5,3.5,2,6.5
09af1643579cb720663718be7352ae78,5,3.5,1.5,3.5,1.5
88d915b103ecc0a780529f2fd2ef4c90,6,4.5,4,6.5,5.5
db6cc3971f39cef65a0b76461f2de31c,4,4,3.5,4.5,4
342701859b13f7e9377a20abf214ab23,4.5,5,5.5,5,2.5
e8eac4a518175b9a9331b7831bd23ba3,5.5,4.5,4.5,5,4.5
35762506efeb8254303bf71e817840fe,6.5,2.5,7,4.5,3.5
62096740195ad3d3bd209fb9cab009e8,4.5,4.5,5.5,4,2.5
2111f162ff288b41a55ca4a59e71e252,4.5,4.5,5.5,5.5,3.5
c8d195dc7fb3706c4afa320ea0370884,5.5,4.5,6,5.5,3.5
7c5099a1f9ca585f2a043dd5ef0f91b6,4,3.5,4.5,4,2
dbc7302449c37e9ee4fbf04d7357f7b3,5.5,2.5,3,5.5,2
a5eb6d21ec383afbfe9961123453ddcc,5,4.5,5.5,4.5,2
6d9d06e2287df9bca4f5a2eb897d8ab4,6,6.5,1.5,2.5,4
09d37ed7c6f606d4717e9f4d2697264d,4,5.5,6,4.5,1.5
6acc32427547ed2bdab63c34f20f0228,6,3.5,5,6,1.5
cd08114b641efadee87fd7480dc3285e,4.5,3,2.5,5.5,1
cf8ca4fcc5783cae23738fb531c43fce,6,5,2.5,3.5,5.5
cfcc621cccaa5bf7ed55cf89cbce2227,4.5,4.5,6,3.5,2.5
b2041aea90ebe93017a710adec0f6c61,4,5.5,6,6,2.5
645f180b11c123a84c5de6759b7129ae,4,5,2,2.5,3
f0b66f04fd044d8b0639a44f710782af,4.5,2.5,4,7,3
4f59c732f82abafdb5da253073e3e432,3,2.5,4,5.5,3.5
1ea79fb201395668f5974ec1ed804918,5,6,4.5,6,5
bab1f5af3c243984cbf6ff10202deca1,6,4.5,4,3.5,2
0bfb73736d13a44ada9659d13ab2f1a5,4,3,4,5,1
faac91c355ad7d3db0da22149f12b777,6,4,5,3.5,2.5
431e797a14acca09fabd310be84269a4,6,4,4.5,3,3
a1d082a34b2f4668455ab3ece267cf9e,7,6,6.5,6,5
bbabaddade82aade657681b63523f969,5,5.5,6,4.5,2
1eb9fbe508a1ce1ac458a46a03a9e93b,4.5,3.5,3,5,6
6dca8d2b55c96bb04fcbe16f259fffde,4,4.5,4,6.5,1.5
e219523c918743c10dbabff210943209,6,4.5,5.5,5.5,1
fb53bc67003b02a9efee1af3d51e56b5,5.5,3.5,4,5,3
319df79b933220e454a34615e3aa6d40,3.5,4.5,5,5,3
f6ce380bdf17ac1411ed7b13bee948e3,5,4,5.5,4.5,3.5
b3f37410c5f934084afe82668d7e694a,4,4,4,4,4
aed5aead613b3ec7714ce571f274028b,4,3,3.5,5.5,2
b70eb1f751e14e508eb0c2284a3ef55c,3.5,5,4.5,4,3
0761f3acdf785da2c85f4d64c0f27abc,6,3.5,5,3,6
d7443883fe8c7f36f7c3eaa2403ec820,4,5,4.5,4,2
5c87d15c69aea583f38371d049c7311e,5.5,4,6,4,3
1db7645518549c4400e951b9b330fe96,6.5,2,4,4,1.5
5875cd97b39b062afb9540c87455733e,6,5,6,3,6
179d15517b4f5e2bce6a307021e60ac1,7,4.5,3.5,3.5,3.5
8f56656a9943cc5310f155e6ac7eee6f,7,2.5,6,6,3.5
7ff282055122bf318a5e4b75e2b914c6,4.5,6.5,6,5.5,2.5
d13b73bed3a733307704cf6eaa3c6dff,5.5,5,4,6.5,5
082a5e7953edbfd7f6366e42626e373d,4,2,2.5,5.5,2
1f155858866b7f4a9f2e578c78990abd,4,2.5,6,6.5,2.5
6caea9ebb4df3a90fca5fc8afeb81761,4,4,4.5,3,1
9600462a6d913c56cb1b32a40a4bdbe3,5,5,4,5,6
09669a6ac2911754783900fad7aba260,6,6.5,6.5,7,5.5
6dc8724832fa33482774fe657cabd4d3,5,4,4,5.5,3
e6171b104c0cb6edb4885194ea4dec41,5,7,7,4.5,7
2bcfea9f9f60d3364c655f4024fe0447,6,4,3.5,3.5,5.5
95c3e47a9506961802732677d767cb8a,5.5,5.5,4.5,5,5
f805cf9589d118d8b804df78f0aa67da,5.5,4.5,5,5.5,1.5
c19a94c62cb3b527793b785a90f9cacb,6.5,4.5,4.5,3,4.5
78a44f948b616051b78a96446673284f,4,5.5,5,4.5,2.5
57a8b63ec0b31f086de797677fd927d3,3.5,4.5,6,6.5,2.5
84732c6cd677cadb59bca480e458a91c,4.5,4.5,3.5,4,4
fd261e6cde908907a87a6b8d5754e9fb,5.5,3.5,5.5,4,5.5
1348b0f9ab1e2e6df45de039a0bb8e76,5.5,4,6.5,7,1.5
211eebbaac008418638f5ee4574b837b,6.5,4.5,6.5,5.5,6
afe7678b73293167567c7581f1b3a806,4.5,5.5,2.5,2.5,2
5e2f1d2c10bc29be38f94f3c857d6d39,6.5,3.5,3,3,2.5
8956adab5edbe41b7e130acf3c3b3d9d,5.5,5.5,5,5,3.5
9aac82e04d4398c2a310dbf22d6a08ab,5,6,4,2,3
8f33963e9c924c064e499e5cc86f4b05,3.5,3.5,4,3,5
4fc2c7214577ba92e1a5ef012b31b2f1,5,5.5,6,5.5,2
6f1e7e818b0e55d1e49d6e86eb8308d1,6.5,3.5,4.5,7,5
8f9667ca74a33d1b680838e6e9105f91,2.5,3,3.5,4.5,2
b8f94d2c2cef94be47cf139f616bbd37,6.5,4,6.5,3,5.5
005fe8678214011d7f92e51f9a546d40,5.5,6,2,4.5,1
6d1bdc8e4530149c049564516e0213f7,4.5,3.5,6,5.5,1
cdc60474a84852f28f42441686869c05,7,6,3.5,2,2.5
70fb05884ca321fcb20ce5d2ed9c8548,7,4.5,6,4,5.5
551bf81591ce13f7faead7faefe1b2bd,5.5,2.5,2,2,3
f0ab1bdcd4f15db06c11f084798745fa,4.5,4,6,6,3
9e78d4741b3acd246fb09b1115e06561,5.5,4.5,3.5,5.5,3
7482faca0abc48d05faec82b957da6e1,6,3.5,4,5,2
6f02a9be6e58a1baa76155ed2084dc66,6,4.5,3.5,5.5,3
3c2aae3dbba15c9c3715493538de1a05,6,4.5,5,6.5,2
66c27cdf58cf5480a2700ef8f6afbb4e,5,4.5,3.5,3.5,4.5
0ff83e41ebcddf20568ed8ce622635c1,3.5,4.5,4.5,4,2.5
935b382ff31e766b8cfe87ff8bdb98b6,5.5,3,4.5,2.5,3.5
e67abcb71789c9c06fa7f7926e043401,7,3.5,4.5,5.5,6.5
f9195b36784f7d1df38729ca4de89c5f,6.5,6,5.5,3.5,6.5
a44dec6fbde886cb3e3770314cabb44e,4.5,3.5,5,4,3
cc3eee5cb5b1c7a08a776ffdfb6618c9,4.5,3.5,4,5.5,2
bf4b0889b0d61cadbc581292df218801,5.5,5.5,4,4.5,3
8a9d588a6624143f4c260be29cc73af7,4.5,4.5,5.5,3.5,5
2767dbd39da3dac4d7320944f6307c43,6,3.5,4,2,3
f24448c354e7a5395f37a330fcce696a,5.5,6.5,4,3,4
8e329312be48f793c2f74742d74b6d3c,6,3.5,4.5,4,5
9b3bfd8c40502e7e3d62b7491b8e3da9,6.5,5.5,6,2.5,4.5
1a778dd18274536f415cc4ef5b0397b2,4.5,5,3.5,4.5,6
c61cd33589701c304dfb24c64034ecc3,5.5,6,2.5,3.5,2.5
d873e81254ac67f3d124f34ed2479d71,5.5,5.5,4,5.5,4.5
f9a064d7d016f51768bdc9649a53c7cf,3.5,4,3.5,2.5,4
f44d49d5c7195b2acef61ce3288e3f2c,6,3.5,6.5,3.5,4
3310a5a960e2a810884c21cdb660e3ec,5.5,3.5,4,4.5,3
395b917ef663c3644ff766313e6b463a,5.5,4,5.5,5.5,4
f158307cd549d8fbeaf7db2ecbe23972,4.5,5.5,5.5,3,1.5
9f2a7be7307a257fba74ce8a62630299,3.5,3.5,4,5.5,1
5d8033d1cdb548abe2896620ba256583,4.5,3.5,6.5,4.5,2
97d24647a9aca86835b4c30981d55286,6,3.5,4,4.5,5.5
6f59fd6d777e136f9f02b17c2fa7c3fb,6.5,4.5,6.5,5,4
06f1c77d6deca6ea834c3a93b66372e8,6.5,5,7,6,3
1d6dd34ee62ad00a12a9459b13d89168,4.5,5.5,5.5,4,2.5
a071edfb1680193c797c5a5cba35fc89,5.5,5,3,5.5,2
12366b313f5c0c05762c87284b00346e,6,4.5,3.5,3,4
1a7bd053e616cfb78935b932a9073149,5.5,3.5,2.5,5,3.5
3ae4e1e5581c7405590e65b57fa82021,5.5,3,5.5,4,2.5
32f35fa03a9f52fbfb77b0a3efba7135,6.5,4,3.5,3,4.5
0c2925dcc757ea9650951919442747de,6.5,5,4,7,6
6bfa966187d17f91c06afdd707843ff3,6,3.5,4.5,6,5
9147a35886b370fc9ebaddccd9ed979c,5.5,4.5,1.5,3,5
d2137eb46d43c1acc0f1d475472b3ac8,5,3,5,4,2
041878034fe703d8f461afd053425b6b,6,2.5,3,3,2.5
4864f7b7406b738ab86b3cef47b76a71,4.5,4,5.5,3.5,5
05e1107277837527f3172f4e88d64135,6,5,7,5.5,1
12f8fd389e91e28fb7f9737d647c8847,5,3,3.5,5,5.5
4ee5a9d6a9589117dc9108cd52655b16,5.5,5,6,4.5,5
139627a846a3661db787f0a162ee7d23,7,6.5,6,2.5,5.5
686590db9fcc91b98f66ddf9e69d0dae,5.5,3,5.5,3,6.5
bf338aa3e3506ac30649335d98cdeb4b,4.5,3.5,4,5,1.5
eb230e26ab370fedbdfdf84807793431,5.5,4,6,5,1
a50f30b9863e7151951ef98550cf32f4,5,4.5,6.5,5,4
29b27a33d10dd4b4c6603a71c720462f,4.5,4.5,5.5,4,5
f0d8627aaa32db1d5af320bbed5d3e51,5.5,5,4,5.5,1.5
a116b2ad0e488f3f17ade04416efbbb3,3,4,5,3,4
9a1502c32c669bd41ea20b2635abb742,7,4,5.5,3,1.5
b9550254ceb6a975646d3a6d43017d67,4,5.5,6,4,5.5
e9bf493396773dc267cecda6add66a34,5,3.5,4,5,2
1188cb50a0ac1366eaa7cf14d0f6cc1f,7,6,5.5,4.5,1.5
9516c216d78a315f0c71672a6b501d46,3.5,3.5,6,4,5
fc09f045eb41d0ce35d1d3c0df760095,4.5,4,6,3.5,2.5
ba31eddb78bdfcd24b78ce633a239be7,7,6.5,5.5,4,4
7761d84c675bfbd533a8fc3cc8c21733,5,4.5,5.5,5,3.5
f7c8ab67deafad75ff1ddf7e0b8c74df,5.5,4.5,6.5,6.5,2.5
1cdef448045c62522c83b8e9b3f532d2,7,3.5,3.5,4.5,3
80d4c9553ed91de1b98e06ddc54083dd,6,6.5,6,5.5,2.5
e0b657390c1c60d3cc0565c597874515,4.5,5,4.5,6,5.5
978cefa3e001281442f86d2f910a6dc3,5,5,6.5,7,4.5
4d2ea755417b19402c182fd44de1edd1,4,7,4,4,7
8721a2ca39c7cadb9720d947fa435175,4,6.5,6,4.5,1.5
bcfd5b27acf0960af2f90c9da0ab17e1,4.5,3,5,5,2.5
be2544e5f96947e20204ad18d4f5ca05,7,5.5,2.5,3,6
afd5e47fb62006edfff3e6fd7b719db4,5,5.5,3,4,2
0ee515e8b182d3ba795ecbaaebe20fa0,5,5,5.5,6,5
2fe22a501721ce8ce087120727b12a63,5.5,4,6,5.5,2
a2afe1a8c5447ae2c5b263659d8241a9,5,3.5,3,4.5,5
131ed361ea36c75b4c14dcedfe93036f,5,4,3.5,4,4
74e3a8acaa5112be7311b5082449ec44,4,2.5,5.5,4.5,1
bd812a87b3e7033432a444ea288eb032,3.5,4,5.5,5.5,3.5
f81dd6345d8910b839c2fd7b575cd0e7,7,3,7,6,4.5
8da0624bf90b42c5036563806962fa0f,3.5,4,3,5,4
73d557c4497d7ae07bf7d5884664dc40,4.5,3.5,5.5,4,3
c5cb6abd8a70167a33712aefb46ab587,5.5,4.5,4.5,6,2.5
8ac8c1588001588317a6a07b3da2ee2a,4.5,3.5,3,3.5,2.5
5605a901e89cf28d3a4b907b18ef72d2,4.5,3.5,4.5,2,2.5
f252cc7ef510e0796d11ebbf45f901a4,3.5,5,5,5.5,1
7b12d5e87143bc5e1fa80e4b825ff449,5.5,4.5,5,6.5,1.5
a33279d122c51c85d9ea9a3029221af9,7,6.5,7,5,3
27d66863448a5fb63f090e2eec21c9eb,5.5,3.5,2,4,4.5
dd3e8d259346daf410315c0d46ee525d,6.5,4,6.5,4.5,3.5
6ef5ac1764724bb3f766b13a8313d5a7,6.5,3.5,3.5,4,5
ccc9cf13eb8051e467e13ec74373010e,5,3.5,4.5,3.5,3
24c2278eb7af6f2318a889525dff3780,5,5.5,6,6.5,2
6fe3c808d74b89778218f492d9bf0a27,6,4.5,3.5,3,5
e43e5c026e480ba955b92ffadc683c57,4.5,4,6,5,3.5
824d56f13fcd31995b01bceae782eb07,5.5,5,5,7,4
c8f600f63385cc20cfe37a7e3d8a90e8,6.5,4,6,4.5,5
475986f7eca2886b77691175912b1896,6.5,4.5,5,4,7
4905412c907ec7f2788a6df128f890e0,3.5,5,2.5,5.5,1.5
0350884ea4f3b94bba9bcaf5a5d5d15c,6.5,4.5,6.5,7,5.5
10a32846a7b66af32f10f73318cca6d5,4.5,4.5,6.5,6,5
e59378f1c51e2507950fd7d6d024dbbc,6,5.5,6,6,3
c2931e6eb8978dc1780fc451dc7f6904,3,5,4.5,4,1.5
9ec86d4c4a3d7d61426fca2e5c82f243,6,4.5,6.5,6.5,6
f97c9953b9ebf162125efab44ddbdfdf,7,3,1,4.5,5.5
c752e0c7ebe7c5f5b877057770adf6f6,4,4,4,4,3.5
4305fd107ddd95062da14d54a68ad9c4,7,6,3,3,2
a373d914bd447d3b3882c900d197a26b,4,5,5,5,3
360f1428fc5629aeb23891226d908e91,5,4.5,4.5,3,5.5
e0016afc42709b4c3ce12d8d8593fc42,6,3.5,2,6,5.5
6857fb52c038c9e745e9887a4dca9a88,7,6.5,3.5,4,3
87a94f89c6ad052626e8208ab7fc54fa,5,4,5.5,4,2.5
5b215efe78bd7d0f88ecc29168b463c0,5,4,5.5,4,6.5
49b71078750c64159b8a9d8dee15b145,5,4,4,3.5,2
0cb016be9ecf5adfc15dd1c715bc24d7,2.5,3.5,4.5,4,4.5
7b7a73c4331cac5d91702c336ecd3055,5,3,2.5,3.5,4
bb1732c724b020ceb20baa52fe5efbc8,6,6.5,6,6,5
f6c137845386d22e2bc13e39e86f2420,6,4,6,1,4.5
a457040dc4c718d96460729e6cfda65b,6,3,5.5,6.5,4.5
5bbeb131aad94e9b60c198e1fad32a03,6,4,2,3,4.5
a9b5ea0fb2ea29e736fc24802e9b8fc6,7,4.5,3,3.5,6
098b65d9e2f1ec5e5d486487e8c35a10,6.5,5,6,7,7
d9d40d9d55169850bb09be79c56cf7cc,6.5,3.5,7,7,3
c3417a429bff71fd12142543cd868205,5.5,2.5,5,6.5,4.5
dd281b2158255197af3d30c8994ab3e7,5,4,5,5.5,4.5
41f033f3f8412970b76e9f0ed4750d0e,4.5,5,4,4.5,4.5
63ce5a1d7b323d0b4605a6259f625510,5.5,2.5,3.5,4,4
638538842b25348ed08d76e24223311e,3.5,4.5,6,5.5,1
6800289a8389e09f2a18ac5b55fdb36e,6.5,5,5.5,6,5.5
dd29348037a82d27ed31a70d13fe3adb,4,2,3,4.5,2
cc007e56202131cdde68ed822c19d8e9,3.5,3.5,4,6,2
6ca78a4444c2812e082fbcaa10a56a04,7,4,3.5,3,5
6a685220647fb4963928e5e9c06c0ab3,7,3.5,2.5,5,3
0a2710ab8f5c296ad7768a6c465acf2f,5.5,4,3,2.5,3
7f26bde93a64160afc066dfa25706e30,3.5,5,5.5,2.5,3
6fdeb4da10d725823dbb265e571526f3,5.5,6.5,6,6.5,4.5
b693dad88a44928f5f757a684137898e,6,5.5,7,5.5,5
2d5610e94b8f5fcf506d8207caa5bbe6,5.5,5,2.5,6.5,5.5
74cc090046d00f2c393116371787a37a,5,4.5,3.5,5.5,5
16e241b3eee2adc729952f994622e20d,6.5,7,4.5,7,6
90f8d082483def760a296ba1fc1cb79f,4.5,5.5,4,3.5,2.5
51be2ac9f41a014dd996ea3ed6056836,5.5,5.5,3,4,6.5
735ff2ffede2d2fed02a0c4212d35acb,6.5,6,4.5,4.5,3.5
973e324cd69effcc68c057b25545741b,6,4,4,6,4.5
f17a246ce920c72bd981df61cefcbf00,7,5.5,3.5,7,7
feb85d3dbf8878d745c16a431bf6396e,4.5,4,6,7,3.5
7f8f3ab20ff8e7a11ec85b9ef100941e,6.5,5,6,6.5,5
c79ac82e3a5c28cca64891a0aa091636,6,4,3,5.5,5.5
bb2e6d131e0ac11d0a6ef9bb9ff9578d,4.5,4,5,4,4
5d6097516ad7a1b89547180e8ffa3cc0,3.5,3.5,3.5,7,4.5
aeebcdd802b1116a6d74b014211f9ff8,4.5,2.5,4,3.5,3
1c1286bced458836d6c082753a70facc,6,4,1.5,6,4
d12803fe252733fa368b04a5ba1da3cc,5.5,6.5,5.5,3.5,2.5
c970693b1f9d7f605e33b008427d3a2e,5.5,4.5,4.5,5.5,2.5
5f41bed95315db615b4e62548d5251ec,4.5,3.5,5,5,4
13c4e10a9e5409b8a7fda839c89dbbb9,4.5,3.5,7,6,2
234415a6e2186cdae3f4f90a22f5d62c,6.5,2.5,4,5,2
9c7d187c4633d8a0f006c84b5b9ecb5d,7,4.5,6,7,6
8e8dcd06b50c084edab76440d125cfc9,6.5,4,3.5,3,1.5
3d13b4f4f99173d841d81e567663fb4c,5.5,2.5,4,4,2.5
2dfc532ac4f0aa7bbeef9cdcd08d9d01,5,5.5,3.5,5,1.5
5d26c442c9dcde383783b1249595f808,7,4,3.5,3,3
f88e469be7bbeb454e255674d52b5941,5,4,4,5,4
871fa3edc96d4d15fe53f769a8bbc3c6,7,2.5,4.5,5,3.5
b9a930cf08372e6989e81c66bd5be4c4,6,3.5,7,5.5,5.5
81071218abff2412476d31df9fd8986e,4,3.5,2.5,4,1
13bf28bb2c453a3c891287470bbbafe3,5.5,3.5,3.5,3,2.5
7fa4c483675abec2fea07b5535ae80f2,4,4,3.5,3.5,2.5
a35765de36ad1d0a8dcb34c7ef74d834,6,4.5,4,5.5,3.5
73001138cc8fabcd0f9f48d302fd3a12,6.5,4,7,4,3
1971919bf4aca46c6ec07c2f31f20c1a,5,3,3.5,4.5,5.5
9ebc74d4c54c803c4b4ae830dc49d995,4.5,3,4.5,4.5,2
afc63c360bbe1c520daecac8f2d00df1,4,4,4,5.5,2.5
3e4ae56477626ce230f9c40497d02052,2.5,5.5,6.5,4,3.5
752efd673f3c1605e97a9068d4573e34,5,3.5,5,4.5,5.5
2b6f4bb9f6fd6540bfbc6b8ee7805f7d,5.5,4.5,4,5.5,4
0d064a3e6ff31709545ff19db9b80325,7,3,7,5,2.5
39dbe43b28893aee30ad26cb77dfa95c,6,5,4.5,3.5,4
3d2d0f634a5eca0facb9d1431d8c1543,5.5,3.5,3.5,5.5,5
7ddf61a73ba57c20e15e69061ded1d8f,5.5,4,4.5,1.5,3.5
91618a604a2e963fccaa50c6b2647be6,5,3.5,4.5,5.5,2
ddfe38fd826e2479eb304ce273532791,5.5,4,4,4,3
72eba75ba212f8be6beccbdf63291c42,4,2.5,6,5,2
75a54727bffcbbb561da9d3eb604f28e,5.5,4,3.5,4,5
f02cf4ae90d54046a8cdbb827aa5d224,6.5,3.5,6.5,6.5,5
3f6716ca8a73f4f6adce183c75dff421,6,3.5,7,4,4
0354ca225ef99f94a04587eb3fd4e2ed,6,3,3.5,6,3
b70e34923c21e3554bc08453a3819997,4,3,5.5,3.5,2.5
ce9ab846f581ca390ec54e14828610ec,5.5,4,4,4.5,2
26d6b29c5805b756dedf3e5092b4657c,6,5.5,7,6.5,2.5
f014af67a1fe795a1f7c8d5362cca588,5.5,3.5,3.5,5.5,3.5
